,state,country,Lat,Long,date,confirmed,recovered,death
11580,,Iceland,64.9631,-19.0208,3/5/20,34,2.0,0
11581,,India,20.593684,78.96288,3/5/20,30,0.0,0
11582,,Indonesia,-0.7893,113.9213,3/5/20,2,0.0,0
11583,,Iran,32.427908,53.68804599999999,3/5/20,3513,0.0,107
11584,,Iraq,33.223191,43.679291,3/5/20,35,0.0,2
11585,,Ireland,53.1424,-7.6921,3/5/20,6,0.0,0
11586,,Israel,31.046051,34.851612,3/5/20,20,0.0,0
11587,,Italy,41.87194,12.56738,3/5/20,3858,0.0,148
11588,,Jamaica,18.1096,-77.2975,3/5/20,0,0.0,0
11589,,Japan,36.204824,138.252924,3/5/20,365,0.0,7
11590,,Jordan,31.24,36.51,3/5/20,1,0.0,0
11591,,Kazakhstan,48.0196,66.9237,3/5/20,0,0.0,0
11592,,Kenya,-0.0236,37.9062,3/5/20,0,78.0,0
11593,,"Korea, South",35.90775700000001,127.766922,3/5/20,6088,0.0,35
11594,,Kosovo,42.602636,20.902977,3/5/20,0,0.0,0
11595,,Kuwait,29.31166,47.481766,3/5/20,58,0.0,0
11596,,Kyrgyzstan,41.20438,74.766098,3/5/20,0,0.0,0
11597,,Laos,19.85627,102.495496,3/5/20,0,0.0,0
11598,,Latvia,56.8796,24.6032,3/5/20,1,30.0,0
11599,,Lebanon,33.8547,35.8623,3/5/20,16,1.0,0
11600,,Lesotho,-29.61,28.2336,3/5/20,0,0.0,0
11601,,Liberia,6.4280550000000005,-9.429499,3/5/20,0,0.0,0
11602,,Libya,26.3351,17.228331,3/5/20,0,0.0,0
11603,,Liechtenstein,47.14,9.55,3/5/20,1,3.0,0
11604,,Lithuania,55.1694,23.8813,3/5/20,1,0.0,0
11605,,Luxembourg,49.8153,6.1296,3/5/20,1,12.0,0
11606,,MS Zaandam,0.0,0.0,3/5/20,0,0.0,0
11607,,Madagascar,-18.766947,46.869107,3/5/20,0,0.0,0
11608,,Malawi,-13.2543,34.3015,3/5/20,0,31.0,0
11609,,Malaysia,4.210483999999999,101.975766,3/5/20,50,0.0,0
11610,,Maldives,3.2028,73.2207,3/5/20,0,0.0,0
11611,,Mali,17.570692,-3.996166000000001,3/5/20,0,0.0,0
11612,,Malta,35.9375,14.3754,3/5/20,0,0.0,0
11613,,Mauritania,21.0079,-10.9408,3/5/20,0,0.0,0
11614,,Mauritius,-20.348404,57.552152,3/5/20,0,7.0,0
11615,,Mexico,23.6345,-102.5528,3/5/20,5,0.0,0
11616,,Moldova,47.4116,28.3699,3/5/20,0,0.0,0
11617,,Monaco,43.7333,7.4167,3/5/20,1,7.0,0
11618,,Mongolia,46.8625,103.8467,3/5/20,0,0.0,0
11619,,Montenegro,42.708678000000006,19.37439,3/5/20,0,0.0,0
11620,,Morocco,31.7917,-7.0926,3/5/20,2,0.0,0
11621,,Mozambique,-18.665695,35.529562,3/5/20,0,0.0,0
11622,,Namibia,-22.9576,18.4904,3/5/20,0,0.0,0
11623,,Nepal,28.1667,84.25,3/5/20,1,0.0,0
11624,Aruba,Netherlands,12.5211,-69.9683,3/5/20,0,0.0,0
11625,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,3/5/20,0,0.0,0
11626,Curacao,Netherlands,12.1696,-68.99,3/5/20,0,0.0,0
11627,Sint Maarten,Netherlands,18.0425,-63.0548,3/5/20,0,0.0,0
11628,,Netherlands,52.1326,5.2913,3/5/20,82,18.0,0
11629,,New Zealand,-40.9006,174.886,3/5/20,3,0.0,0
11630,,Nicaragua,12.865416,-85.207229,3/5/20,0,0.0,0
11631,,Niger,17.607789,8.081666,3/5/20,0,0.0,0
11632,,Nigeria,9.082,8.6753,3/5/20,1,16.0,0
11633,,North Macedonia,41.6086,21.7453,3/5/20,1,0.0,0
11634,,Norway,60.472,8.4689,3/5/20,87,0.0,0
11635,,Oman,21.512583,55.92325500000001,3/5/20,16,0.0,0
11636,,Pakistan,30.3753,69.3451,3/5/20,6,0.0,0
11637,,Panama,8.538,-80.7821,3/5/20,0,0.0,0
11638,,Papua New Guinea,-6.314993,143.95555,3/5/20,0,0.0,0
11639,,Paraguay,-23.4425,-58.4438,3/5/20,0,0.0,0
11640,,Peru,-9.19,-75.0152,3/5/20,0,0.0,0
11641,,Philippines,12.879721,121.774017,3/5/20,3,0.0,1
11642,,Poland,51.9194,19.1451,3/5/20,1,0.0,0
11643,,Portugal,39.3999,-8.2245,3/5/20,8,0.0,0
11644,,Qatar,25.3548,51.1839,3/5/20,8,0.0,0
11645,,Romania,45.9432,24.9668,3/5/20,6,0.0,0
11646,,Russia,61.52401,105.318756,3/5/20,4,0.0,0
11647,,Rwanda,-1.9403,29.8739,3/5/20,0,4.0,0
11648,,Saint Kitts and Nevis,17.357822,-62.782998,3/5/20,0,0.0,0
11649,,Saint Lucia,13.9094,-60.9789,3/5/20,0,8.0,0
11650,,Saint Vincent and the Grenadines,12.9843,-61.2872,3/5/20,0,2.0,0
11651,,San Marino,43.9424,12.4578,3/5/20,21,0.0,1
11652,,Sao Tome and Principe,0.1864,6.6131,3/5/20,0,7.0,0
11653,,Saudi Arabia,23.885942,45.079162,3/5/20,5,0.0,0
11654,,Senegal,14.4974,-14.4524,3/5/20,4,0.0,0
11655,,Serbia,44.0165,21.0059,3/5/20,0,0.0,0
11656,,Seychelles,-4.6796,55.492,3/5/20,0,0.0,0
11657,,Sierra Leone,8.460555000000001,-11.779889,3/5/20,0,4.0,0
11658,,Singapore,1.2833,103.8333,3/5/20,117,0.0,0
11659,,Slovakia,48.669,19.699,3/5/20,0,0.0,0
11660,,Slovenia,46.1512,14.9955,3/5/20,2,0.0,0
11661,,Somalia,5.152149,46.199616,3/5/20,0,1.0,0
11662,,South Africa,-30.5595,22.9375,3/5/20,1,0.0,0
11663,,South Sudan,6.877000000000002,31.307,3/5/20,0,0.0,0
11664,,Spain,40.463667,-3.74922,3/5/20,259,0.0,3
11665,,Sri Lanka,7.873054,80.77179699999998,3/5/20,1,0.0,0
11666,,Sudan,12.8628,30.2176,3/5/20,0,0.0,0
11667,,Suriname,3.9193,-56.0278,3/5/20,0,0.0,0
11668,,Sweden,60.128161,18.643501,3/5/20,87,0.0,0
11669,,Switzerland,46.8182,8.2275,3/5/20,114,0.0,1
11670,,Syria,34.802075,38.99681500000001,3/5/20,0,0.0,0
11671,,Taiwan*,23.7,121.0,3/5/20,44,0.0,1
11672,,Tajikistan,38.861,71.2761,3/5/20,0,0.0,0
11673,,Tanzania,-6.369028,34.888822,3/5/20,0,0.0,0
11674,,Thailand,15.870032,100.992541,3/5/20,47,0.0,1
11675,,Timor-Leste,-8.874217,125.727539,3/5/20,0,1.0,0
11676,,Togo,8.6195,0.8248,3/5/20,0,0.0,0
11677,,Trinidad and Tobago,10.6918,-61.2225,3/5/20,0,8.0,0
11678,,Tunisia,33.886917,9.537499,3/5/20,1,0.0,0
11679,,Turkey,38.9637,35.2433,3/5/20,0,0.0,0
11680,,US,40.0,-100.0,3/5/20,174,0.0,12
11681,,Uganda,1.373333,32.290275,3/5/20,0,984.0,0
11682,,Ukraine,48.3794,31.1656,3/5/20,1,308.0,0
11683,,United Arab Emirates,23.424076,53.847818,3/5/20,29,527.0,0
11684,Anguilla,United Kingdom,18.2206,-63.0686,3/5/20,0,295.0,0
11685,Bermuda,United Kingdom,32.3078,-64.7505,3/5/20,0,87.0,0
11686,British Virgin Islands,United Kingdom,18.4207,-64.64,3/5/20,0,1256.0,0
11687,Cayman Islands,United Kingdom,19.3133,-81.2546,3/5/20,0,223.0,0
11688,Channel Islands,United Kingdom,49.3723,-2.3644,3/5/20,0,117.0,0
11689,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/5/20,0,159.0,0
11690,Gibraltar,United Kingdom,36.1408,-5.3536,3/5/20,1,307.0,0
11691,Isle of Man,United Kingdom,54.2361,-4.5481,3/5/20,0,412.0,0
11692,Montserrat,United Kingdom,16.742498,-62.187366,3/5/20,0,1247.0,0
11693,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,3/5/20,0,58.0,0
11694,,United Kingdom,55.3781,-3.4360000000000004,3/5/20,294,45235.0,0
11695,,Uruguay,-32.5228,-55.7658,3/5/20,0,968.0,0
11696,,Uzbekistan,41.377491,64.585262,3/5/20,0,70.0,0
11697,,Venezuela,6.4238,-66.5897,3/5/20,0,612.0,0
11698,,Vietnam,14.058324,108.277199,3/5/20,16,919.0,0
11699,,West Bank and Gaza,31.9522,35.2332,3/5/20,4,90.0,0
11700,,Western Sahara,24.2155,-12.8858,3/5/20,0,109.0,0
11701,,Yemen,15.552727,48.516388,3/5/20,0,10.0,0
11702,,Zambia,-13.133897,27.849332,3/5/20,0,71.0,0
11703,,Zimbabwe,-19.015438,29.154857,3/5/20,0,18.0,0
11704,,Afghanistan,33.93911,67.709953,3/6/20,1,227.0,0
11705,,Albania,41.1533,20.1683,3/6/20,0,642.0,0
11706,,Algeria,28.0339,1.6596,3/6/20,17,314.0,0
11707,,Andorra,42.5063,1.5218,3/6/20,1,126.0,0
11708,,Angola,-11.2027,17.8739,3/6/20,0,464.0,0
11709,,Antigua and Barbuda,17.0608,-61.7964,3/6/20,0,128.0,0
11710,,Argentina,-38.4161,-63.6167,3/6/20,2,1.0,0
11711,,Armenia,40.0691,45.0382,3/6/20,1,73.0,0
11712,Australian Capital Territory,Australia,-35.4735,149.0124,3/6/20,0,170.0,0
11713,New South Wales,Australia,-33.8688,151.2093,3/6/20,26,1161.0,1
11714,Northern Territory,Australia,-12.4634,130.8456,3/6/20,0,0.0,0
11715,Queensland,Australia,-27.4698,153.0251,3/6/20,13,0.0,0
11716,South Australia,Australia,-34.9285,138.6007,3/6/20,7,0.0,0
11717,Tasmania,Australia,-42.8821,147.3272,3/6/20,1,0.0,0
11718,Victoria,Australia,-37.8136,144.9631,3/6/20,10,0.0,0
11719,Western Australia,Australia,-31.9505,115.8605,3/6/20,3,0.0,1
11720,,Austria,47.5162,14.5501,3/6/20,55,0.0,0
11721,,Azerbaijan,40.1431,47.5769,3/6/20,6,0.0,0
11722,,Bahamas,25.025885,-78.035889,3/6/20,0,0.0,0
11723,,Bahrain,26.0275,50.55,3/6/20,60,0.0,0
11724,,Bangladesh,23.685,90.3563,3/6/20,0,0.0,0
11725,,Barbados,13.1939,-59.5432,3/6/20,0,0.0,0
11726,,Belarus,53.7098,27.9534,3/6/20,6,1.0,0
11727,,Belgium,50.8333,4.469936,3/6/20,109,40.0,0
11728,,Belize,17.1899,-88.4976,3/6/20,0,0.0,0
11729,,Benin,9.3077,2.3158,3/6/20,0,0.0,0
11730,,Bhutan,27.5142,90.4336,3/6/20,1,0.0,0
11731,,Bolivia,-16.2902,-63.5887,3/6/20,0,0.0,0
11732,,Bosnia and Herzegovina,43.9159,17.6791,3/6/20,2,1.0,0
11733,,Botswana,-22.3285,24.6849,3/6/20,0,0.0,0
11734,,Brazil,-14.235,-51.9253,3/6/20,13,0.0,0
11735,,Brunei,4.5353,114.7277,3/6/20,0,0.0,0
11736,,Bulgaria,42.7339,25.4858,3/6/20,0,0.0,0
11737,,Burkina Faso,12.2383,-1.5616,3/6/20,0,0.0,0
11738,,Burma,21.9162,95.956,3/6/20,0,0.0,0
11739,,Burundi,-3.3731,29.9189,3/6/20,0,0.0,0
11740,,Cabo Verde,16.5388,-23.0418,3/6/20,0,1.0,0
11741,,Cambodia,11.55,104.9167,3/6/20,1,0.0,0
11742,,Cameroon,3.848,11.5021,3/6/20,1,0.0,0
11743,Alberta,Canada,53.9333,-116.5765,3/6/20,1,0.0,0
11744,British Columbia,Canada,53.7267,-127.6476,3/6/20,21,0.0,0
11745,Diamond Princess,Canada,0.0,0.0,3/6/20,0,0.0,0
11746,Grand Princess,Canada,0.0,0.0,3/6/20,0,0.0,0
11747,Manitoba,Canada,53.7609,-98.8139,3/6/20,0,0.0,0
11748,New Brunswick,Canada,46.5653,-66.4619,3/6/20,0,0.0,0
11749,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/6/20,0,0.0,0
11750,Northwest Territories,Canada,64.8255,-124.8457,3/6/20,0,0.0,0
11751,Nova Scotia,Canada,44.682,-63.7443,3/6/20,0,12.0,0
11752,Ontario,Canada,51.2538,-85.3232,3/6/20,25,0.0,0
11753,Prince Edward Island,Canada,46.5107,-63.4168,3/6/20,0,0.0,0
11754,Quebec,Canada,52.9399,-73.5491,3/6/20,2,0.0,0
11755,Saskatchewan,Canada,52.9399,-106.4509,3/6/20,0,18.0,0
11756,Yukon,Canada,64.2823,-135.0,3/6/20,0,0.0,0
11757,,Central African Republic,6.6111,20.9394,3/6/20,0,0.0,0
11758,,Chad,15.4542,18.7322,3/6/20,0,0.0,0
11759,,Chile,-35.6751,-71.543,3/6/20,13,0.0,0
11760,Anhui,China,31.8257,117.2264,3/6/20,990,0.0,6
11761,Beijing,China,40.1824,116.4142,3/6/20,422,0.0,8
11762,Chongqing,China,30.0572,107.874,3/6/20,576,0.0,6
11763,Fujian,China,26.0789,117.9874,3/6/20,296,0.0,1
11764,Gansu,China,35.7518,104.2861,3/6/20,119,0.0,2
11765,Guangdong,China,23.3417,113.4244,3/6/20,1352,0.0,7
11766,Guangxi,China,23.8298,108.7881,3/6/20,252,0.0,2
11767,Guizhou,China,26.8154,106.8748,3/6/20,146,0.0,2
11768,Hainan,China,19.1959,109.7453,3/6/20,168,3.0,6
11769,Hebei,China,39.549,116.1306,3/6/20,318,0.0,6
11770,Heilongjiang,China,47.862,127.7615,3/6/20,481,2134.0,13
11771,Henan,China,37.8957,114.9042,3/6/20,1272,0.0,22
11772,Hong Kong,China,22.3,114.2,3/6/20,107,0.0,2
11773,Hubei,China,30.9756,112.2707,3/6/20,67592,2.0,2931
11774,Hunan,China,27.6104,111.7088,3/6/20,1018,622.0,4
11775,Inner Mongolia,China,44.0935,113.9448,3/6/20,75,0.0,1
11776,Jiangsu,China,32.9711,119.455,3/6/20,631,76.0,0
11777,Jiangxi,China,27.614,115.7221,3/6/20,935,0.0,1
11778,Jilin,China,43.6661,126.1923,3/6/20,93,0.0,1
11779,Liaoning,China,41.2956,122.6085,3/6/20,125,0.0,1
11780,Macau,China,22.1667,113.55,3/6/20,10,118.0,0
11781,Ningxia,China,37.2692,106.1655,3/6/20,75,0.0,0
11782,Qinghai,China,35.7452,95.9956,3/6/20,18,1.0,0
11783,Shaanxi,China,35.1917,108.8701,3/6/20,245,0.0,1
11784,Shandong,China,36.3427,118.1498,3/6/20,758,0.0,6
11785,Shanghai,China,31.202,121.4491,3/6/20,342,0.0,3
11786,Shanxi,China,37.5777,112.2922,3/6/20,133,1.0,0
11787,Sichuan,China,30.6171,102.7103,3/6/20,539,0.0,3
11788,Tianjin,China,39.3054,117.323,3/6/20,136,0.0,3
11789,Tibet,China,31.6927,88.0924,3/6/20,1,0.0,0
11790,Xinjiang,China,41.1129,85.2401,3/6/20,76,0.0,3
11791,Yunnan,China,24.974,101.487,3/6/20,174,0.0,2
11792,Zhejiang,China,29.1832,120.0934,3/6/20,1215,0.0,1
11793,,Colombia,4.5709,-74.2973,3/6/20,1,0.0,0
11794,,Comoros,-11.6455,43.3333,3/6/20,0,0.0,0
11795,,Congo (Brazzaville),-0.228,15.8277,3/6/20,0,0.0,0
11796,,Congo (Kinshasa),-4.0383,21.7587,3/6/20,0,24.0,0
11797,,Costa Rica,9.7489,-83.7534,3/6/20,1,0.0,0
11798,,Cote d'Ivoire,7.54,-5.5471,3/6/20,0,0.0,0
11799,,Croatia,45.1,15.2,3/6/20,11,0.0,0
11800,,Cuba,21.521757,-77.78116700000002,3/6/20,0,0.0,0
11801,,Cyprus,35.1264,33.4299,3/6/20,0,0.0,0
11802,,Czechia,49.8175,15.473,3/6/20,18,1.0,0
11803,Faroe Islands,Denmark,61.8926,-6.9118,3/6/20,1,0.0,0
11804,Greenland,Denmark,71.7069,-42.6043,3/6/20,0,0.0,0
11805,,Denmark,56.2639,9.5018,3/6/20,23,0.0,0
11806,,Diamond Princess,0.0,0.0,3/6/20,706,0.0,6
11807,,Djibouti,11.8251,42.5903,3/6/20,0,0.0,0
11808,,Dominica,15.415,-61.371,3/6/20,0,0.0,0
11809,,Dominican Republic,18.7357,-70.1627,3/6/20,2,0.0,0
11810,,Ecuador,-1.8312,-78.1834,3/6/20,13,1.0,0
11811,,Egypt,26.820553000000004,30.802498,3/6/20,15,0.0,0
11812,,El Salvador,13.7942,-88.8965,3/6/20,0,0.0,0
11813,,Equatorial Guinea,1.6508,10.2679,3/6/20,0,0.0,0
11814,,Eritrea,15.1794,39.7823,3/6/20,0,0.0,0
11815,,Estonia,58.5953,25.0136,3/6/20,10,0.0,0
11816,,Eswatini,-26.5225,31.4659,3/6/20,0,0.0,0
11817,,Ethiopia,9.145,40.4897,3/6/20,0,0.0,0
11818,,Fiji,-17.7134,178.065,3/6/20,0,0.0,0
11819,,Finland,61.92411,25.748151,3/6/20,15,0.0,0
11820,French Guiana,France,3.9339,-53.1258,3/6/20,0,0.0,0
11821,French Polynesia,France,-17.6797,149.4068,3/6/20,0,0.0,0
11822,Guadeloupe,France,16.265,-61.551,3/6/20,0,2.0,0
11823,Martinique,France,14.6415,-61.0242,3/6/20,0,1.0,0
11824,Mayotte,France,-12.8275,45.166244,3/6/20,0,0.0,0
11825,New Caledonia,France,-20.904305,165.618042,3/6/20,0,0.0,0
11826,Reunion,France,-21.1151,55.5364,3/6/20,0,0.0,0
11827,Saint Barthelemy,France,17.9,-62.8333,3/6/20,3,0.0,0
11828,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/6/20,0,1.0,0
11829,St Martin,France,18.0708,-63.0501,3/6/20,0,0.0,0
11830,,France,46.2276,2.2137,3/6/20,653,0.0,9
11831,,Gabon,-0.8037,11.6094,3/6/20,0,0.0,0
11832,,Gambia,13.4432,-15.3101,3/6/20,0,3.0,0
11833,,Georgia,42.3154,43.3569,3/6/20,4,3.0,0
11834,,Germany,51.165691,10.451526,3/6/20,670,0.0,0
11835,,Ghana,7.9465,-1.0232,3/6/20,0,0.0,0
11836,,Greece,39.0742,21.8243,3/6/20,45,0.0,0
11837,,Grenada,12.1165,-61.679,3/6/20,0,0.0,0
11838,,Guatemala,15.7835,-90.2308,3/6/20,0,0.0,0
11839,,Guinea,9.9456,-9.6966,3/6/20,0,0.0,0
11840,,Guinea-Bissau,11.8037,-15.1804,3/6/20,0,0.0,0
11841,,Guyana,4.860416000000002,-58.93018000000001,3/6/20,0,1.0,0
11842,,Haiti,18.9712,-72.2852,3/6/20,0,0.0,0
11843,,Holy See,41.9029,12.4534,3/6/20,1,0.0,0
11844,,Honduras,15.2,-86.2419,3/6/20,0,0.0,0
11845,,Hungary,47.1625,19.5033,3/6/20,2,78.0,0
11846,,Iceland,64.9631,-19.0208,3/6/20,43,0.0,0
11847,,India,20.593684,78.96288,3/6/20,31,0.0,0
11848,,Indonesia,-0.7893,113.9213,3/6/20,4,0.0,0
11849,,Iran,32.427908,53.68804599999999,3/6/20,4747,0.0,124
11850,,Iraq,33.223191,43.679291,3/6/20,40,0.0,3
11851,,Ireland,53.1424,-7.6921,3/6/20,18,30.0,0
11852,,Israel,31.046051,34.851612,3/6/20,37,1.0,0
11853,,Italy,41.87194,12.56738,3/6/20,4636,0.0,197
11854,,Jamaica,18.1096,-77.2975,3/6/20,0,0.0,0
11855,,Japan,36.204824,138.252924,3/6/20,420,0.0,7
11856,,Jordan,31.24,36.51,3/6/20,1,3.0,0
11857,,Kazakhstan,48.0196,66.9237,3/6/20,0,0.0,0
11858,,Kenya,-0.0236,37.9062,3/6/20,0,13.0,0
11859,,"Korea, South",35.90775700000001,127.766922,3/6/20,6593,0.0,42
11860,,Kosovo,42.602636,20.902977,3/6/20,0,0.0,0
11861,,Kuwait,29.31166,47.481766,3/6/20,58,31.0,0
11862,,Kyrgyzstan,41.20438,74.766098,3/6/20,0,0.0,0
11863,,Laos,19.85627,102.495496,3/6/20,0,0.0,0
11864,,Latvia,56.8796,24.6032,3/6/20,1,0.0,0
11865,,Lebanon,33.8547,35.8623,3/6/20,22,0.0,0
11866,,Lesotho,-29.61,28.2336,3/6/20,0,0.0,0
11867,,Liberia,6.4280550000000005,-9.429499,3/6/20,0,7.0,0
11868,,Libya,26.3351,17.228331,3/6/20,0,0.0,0
11869,,Liechtenstein,47.14,9.55,3/6/20,1,0.0,0
11870,,Lithuania,55.1694,23.8813,3/6/20,1,7.0,0
11871,,Luxembourg,49.8153,6.1296,3/6/20,2,0.0,0
11872,,MS Zaandam,0.0,0.0,3/6/20,0,0.0,0
11873,,Madagascar,-18.766947,46.869107,3/6/20,0,0.0,0
11874,,Malawi,-13.2543,34.3015,3/6/20,0,0.0,0
11875,,Malaysia,4.210483999999999,101.975766,3/6/20,83,0.0,0
11876,,Maldives,3.2028,73.2207,3/6/20,0,0.0,0
11877,,Mali,17.570692,-3.996166000000001,3/6/20,0,0.0,0
11878,,Malta,35.9375,14.3754,3/6/20,0,0.0,0
11879,,Mauritania,21.0079,-10.9408,3/6/20,0,0.0,0
11880,,Mauritius,-20.348404,57.552152,3/6/20,0,0.0,0
11881,,Mexico,23.6345,-102.5528,3/6/20,6,18.0,0
11882,,Moldova,47.4116,28.3699,3/6/20,0,0.0,0
11883,,Monaco,43.7333,7.4167,3/6/20,1,0.0,0
11884,,Mongolia,46.8625,103.8467,3/6/20,0,0.0,0
11885,,Montenegro,42.708678000000006,19.37439,3/6/20,0,16.0,0
11886,,Morocco,31.7917,-7.0926,3/6/20,2,0.0,0
11887,,Mozambique,-18.665695,35.529562,3/6/20,0,0.0,0
11888,,Namibia,-22.9576,18.4904,3/6/20,0,0.0,0
11889,,Nepal,28.1667,84.25,3/6/20,1,0.0,0
11890,Aruba,Netherlands,12.5211,-69.9683,3/6/20,0,0.0,0
11891,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,3/6/20,0,0.0,0
11892,Curacao,Netherlands,12.1696,-68.99,3/6/20,0,0.0,0
11893,Sint Maarten,Netherlands,18.0425,-63.0548,3/6/20,0,0.0,0
11894,,Netherlands,52.1326,5.2913,3/6/20,128,0.0,1
11895,,New Zealand,-40.9006,174.886,3/6/20,4,0.0,0
11896,,Nicaragua,12.865416,-85.207229,3/6/20,0,0.0,0
11897,,Niger,17.607789,8.081666,3/6/20,0,0.0,0
11898,,Nigeria,9.082,8.6753,3/6/20,1,0.0,0
11899,,North Macedonia,41.6086,21.7453,3/6/20,3,0.0,0
11900,,Norway,60.472,8.4689,3/6/20,108,4.0,0
11901,,Oman,21.512583,55.92325500000001,3/6/20,16,0.0,0
11902,,Pakistan,30.3753,69.3451,3/6/20,6,8.0,0
11903,,Panama,8.538,-80.7821,3/6/20,0,2.0,0
11904,,Papua New Guinea,-6.314993,143.95555,3/6/20,0,0.0,0
11905,,Paraguay,-23.4425,-58.4438,3/6/20,0,7.0,0
11906,,Peru,-9.19,-75.0152,3/6/20,1,0.0,0
11907,,Philippines,12.879721,121.774017,3/6/20,5,2.0,1
11908,,Poland,51.9194,19.1451,3/6/20,5,0.0,0
11909,,Portugal,39.3999,-8.2245,3/6/20,13,0.0,0
11910,,Qatar,25.3548,51.1839,3/6/20,8,14.0,0
11911,,Romania,45.9432,24.9668,3/6/20,9,0.0,0
11912,,Russia,61.52401,105.318756,3/6/20,13,0.0,0
11913,,Rwanda,-1.9403,29.8739,3/6/20,0,1.0,0
11914,,Saint Kitts and Nevis,17.357822,-62.782998,3/6/20,0,1.0,0
11915,,Saint Lucia,13.9094,-60.9789,3/6/20,0,0.0,0
11916,,Saint Vincent and the Grenadines,12.9843,-61.2872,3/6/20,0,0.0,0
11917,,San Marino,43.9424,12.4578,3/6/20,21,0.0,1
11918,,Sao Tome and Principe,0.1864,6.6131,3/6/20,0,0.0,0
11919,,Saudi Arabia,23.885942,45.079162,3/6/20,5,0.0,0
11920,,Senegal,14.4974,-14.4524,3/6/20,4,0.0,0
11921,,Serbia,44.0165,21.0059,3/6/20,1,0.0,0
11922,,Seychelles,-4.6796,55.492,3/6/20,0,0.0,0
11923,,Sierra Leone,8.460555000000001,-11.779889,3/6/20,0,0.0,0
11924,,Singapore,1.2833,103.8333,3/6/20,130,0.0,0
11925,,Slovakia,48.669,19.699,3/6/20,1,0.0,0
11926,,Slovenia,46.1512,14.9955,3/6/20,7,0.0,0
11927,,Somalia,5.152149,46.199616,3/6/20,0,0.0,0
11928,,South Africa,-30.5595,22.9375,3/6/20,1,1.0,0
11929,,South Sudan,6.877000000000002,31.307,3/6/20,0,0.0,0
11930,,Spain,40.463667,-3.74922,3/6/20,400,8.0,5
11931,,Sri Lanka,7.873054,80.77179699999998,3/6/20,1,0.0,0
11932,,Sudan,12.8628,30.2176,3/6/20,0,0.0,0
11933,,Suriname,3.9193,-56.0278,3/6/20,0,0.0,0
11934,,Sweden,60.128161,18.643501,3/6/20,146,984.0,0
11935,,Switzerland,46.8182,8.2275,3/6/20,214,315.0,1
11936,,Syria,34.802075,38.99681500000001,3/6/20,0,542.0,0
11937,,Taiwan*,23.7,121.0,3/6/20,45,295.0,1
11938,,Tajikistan,38.861,71.2761,3/6/20,0,88.0,0
11939,,Tanzania,-6.369028,34.888822,3/6/20,0,1260.0,0
11940,,Thailand,15.870032,100.992541,3/6/20,48,230.0,1
11941,,Timor-Leste,-8.874217,125.727539,3/6/20,0,123.0,0
11942,,Togo,8.6195,0.8248,3/6/20,1,159.0,0
11943,,Trinidad and Tobago,10.6918,-61.2225,3/6/20,0,307.0,0
11944,,Tunisia,33.886917,9.537499,3/6/20,1,430.0,0
11945,,Turkey,38.9637,35.2433,3/6/20,0,1247.0,0
11946,,US,40.0,-100.0,3/6/20,222,59.0,14
11947,,Uganda,1.373333,32.290275,3/6/20,0,46488.0,0
11948,,Ukraine,48.3794,31.1656,3/6/20,1,979.0,0
11949,,United Arab Emirates,23.424076,53.847818,3/6/20,29,70.0,0
11950,Anguilla,United Kingdom,18.2206,-63.0686,3/6/20,0,621.0,0
11951,Bermuda,United Kingdom,32.3078,-64.7505,3/6/20,0,923.0,0
11952,British Virgin Islands,United Kingdom,18.4207,-64.64,3/6/20,0,91.0,0
11953,Cayman Islands,United Kingdom,19.3133,-81.2546,3/6/20,0,109.0,0
11954,Channel Islands,United Kingdom,49.3723,-2.3644,3/6/20,0,10.0,0
11955,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/6/20,0,71.0,0
11956,Gibraltar,United Kingdom,36.1408,-5.3536,3/6/20,1,18.0,0
11957,Isle of Man,United Kingdom,54.2361,-4.5481,3/6/20,0,227.0,0
11958,Montserrat,United Kingdom,16.742498,-62.187366,3/6/20,0,700.0,0
11959,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,3/6/20,0,315.0,0
11960,,United Kingdom,55.3781,-3.4360000000000004,3/6/20,373,127.0,1
11961,,Uruguay,-32.5228,-55.7658,3/6/20,0,466.0,0
11962,,Uzbekistan,41.377491,64.585262,3/6/20,0,130.0,0
11963,,Venezuela,6.4238,-66.5897,3/6/20,0,1.0,0
11964,,Vietnam,14.058324,108.277199,3/6/20,16,73.0,0
11965,,West Bank and Gaza,31.9522,35.2332,3/6/20,7,170.0,0
11966,,Western Sahara,24.2155,-12.8858,3/6/20,0,1176.0,0
11967,,Yemen,15.552727,48.516388,3/6/20,0,0.0,0
11968,,Zambia,-13.133897,27.849332,3/6/20,0,0.0,0
11969,,Zimbabwe,-19.015438,29.154857,3/6/20,0,0.0,0
11970,,Afghanistan,33.93911,67.709953,3/7/20,1,0.0,0
11971,,Albania,41.1533,20.1683,3/7/20,0,0.0,0
11972,,Algeria,28.0339,1.6596,3/7/20,17,0.0,0
11973,,Andorra,42.5063,1.5218,3/7/20,1,0.0,0
